,Name,ChW,TotCh,ChW%,SO,VFB,VAP,TotV,TCA,TC%,wTCR,TotJ,SurvSc,SurvAv,Days,Non-VFB,InRCA,InRCW,InICA,InICW,InChA,InChW,Season,TRCA,TRCW,TICA,TICW,TChA,TChW,TChW%,Exile,age,state,Won,Name_Index,state_D.C.,season,gender,occupation,Idols found,Idols held,Idols played,Votes voided,Boot avoided,Tie avoided
83,Janet Koth,0.27,0.41,0.65,0,0,5,8,1,-0.63,0.0,7,0.03,0.27,6,1,0.0,0.0,0,0,0.0,0.0,6,1.0,1.0,2,1.0,3.0,2.0,0.666666667,0,46,Missouri,0,83,0,6.0,0,Homemaker,0.0,0.0,0.0,0.0,0.0,0.0
84,Daniel Lue,0.14,0.7,0.21,0,0,7,15,2,-0.23,0.0,7,-0.03,0.14,9,2,0.0,0.0,0,0,0.0,0.0,6,2.0,0.0,3,1.0,5.0,1.0,0.2,0,26,Texas,0,84,0,6.0,1,Tax Accountant,0.0,0.0,0.0,0.0,0.0,0.0
85,Ryan Aiken,0.0,0.13,0.0,0,0,4,8,1,-0.5,0.0,7,-0.5,0.0,3,1,0.0,0.0,0,0,0.0,0.0,6,0.0,0.0,1,0.0,1.0,0.0,0.0,0,23,Maryland,0,85,0,6.0,1,Model,0.0,0.0,0.0,0.0,0.0,0.0
86,Sandra Diaz-Twine,1.0,13.89,0.07,2,10,0,77,12,0.83,5.83,7,0.9,6.82,39,2,3.0,0.0,8,0,11.0,0.0,7,7.0,3.0,7,3.0,14.0,6.0,0.428571429,0,29,Washington,1,86,0,7.0,0,Office Assistant,0.0,0.0,0.0,0.0,0.0,0.0
87,Burton Roberts,4.64,11.34,0.41,2,5,10,52,7,0.69,1.43,7,1.1,6.07,30,2,3.0,1.0,6,2,9.0,3.0,7,5.0,4.0,6,4.0,11.0,8.0,0.727272727,0,31,California,0,87,0,7.0,1,Marketing Executive,0.0,0.0,0.0,0.0,0.0,0.0
88,Darrah Johnson,4.1,12.94,0.32,0,7,6,70,10,0.69,1.96,7,1.01,6.06,37,3,3.0,0.0,7,3,10.0,3.0,7,7.0,2.0,7,3.0,14.0,5.0,0.35714285700000004,0,22,Mississippi,0,88,0,7.0,0,Mortician,0.0,0.0,0.0,0.0,0.0,0.0
89,Rupert Boneham,3.51,6.75,0.52,1,5,7,45,6,0.81,2.12,7,1.33,5.63,27,1,1.0,1.0,3,1,4.0,2.0,7,6.0,5.0,8,4.0,14.0,9.0,0.642857143,0,39,Indiana,0,89,0,7.0,1,Troubled Teens Mentor,0.0,0.0,0.0,0.0,0.0,0.0
90,Lillian Morris,2.0,12.74,0.16,0,9,10,73,11,0.81,1.64,7,0.9700000000000001,3.6500000000000004,30,2,3.0,0.0,8,1,11.0,1.0,7,4.0,2.0,4,1.0,8.0,3.0,0.375,0,51,Ohio,0,90,0,7.0,0,Scout Troop Leader,0.0,0.0,0.0,0.0,0.0,0.0
91,Trish Dunn,1.14,2.02,0.57,2,2,4,20,3,0.6,2.33,7,1.17,3.48,19,1,0.0,0.0,0,0,0.0,0.0,7,5.0,4.0,7,3.0,12.0,7.0,0.583333333,0,42,Maryland,0,91,0,7.0,0,Sales Executive,0.0,0.0,0.0,0.0,0.0,0.0
92,Shawn Cohen,0.94,2.05,0.46,1,3,5,25,4,0.7,2.33,7,1.16,3.28,19,1,0.0,0.0,0,0,0.0,0.0,7,5.0,3.0,7,3.0,12.0,6.0,0.5,0,28,New York,0,92,0,7.0,1,Advertising Sales,0.0,0.0,0.0,0.0,0.0,0.0
93,Tijuana Bradley,0.97,8.81,0.11,0,5,5,55,7,0.7,2.22,7,0.81,3.19,30,2,2.0,0.0,4,0,6.0,0.0,7,6.0,1.0,8,4.0,14.0,5.0,0.35714285700000004,0,26,Missouri,0,93,0,7.0,0,Pharmaceutical Sales,0.0,0.0,0.0,0.0,0.0,0.0
94,Christa Hastie,1.0,10.09,0.1,2,7,7,65,9,0.77,1.98,7,0.87,2.98,33,2,2.0,0.0,5,0,7.0,0.0,7,7.0,3.0,8,3.0,15.0,6.0,0.4,0,24,California,0,94,0,7.0,0,Computer Programmer,0.0,0.0,0.0,0.0,0.0,0.0
95,Andrew Savage,0.77,3.11,0.25,0,3,6,31,4,0.7,2.1,7,0.95,2.87,21,1,0.0,0.0,1,0,1.0,0.0,7,5.0,1.0,7,3.0,12.0,4.0,0.333333333,0,39,Illinois,0,95,0,7.0,1,Attorney,0.0,0.0,0.0,0.0,0.0,0.0
96,Ryan Opray,0.97,5.31,0.18,0,3,8,40,5,0.56,1.4,7,0.74,2.37,24,2,1.0,0.0,2,0,3.0,0.0,7,5.0,1.0,8,4.0,13.0,5.0,0.384615385,0,30,California,0,96,0,7.0,1,Electrician,0.0,0.0,0.0,0.0,0.0,0.0
97,Ryan Shoulders,0.17,0.58,0.29,0,1,6,15,2,0.3,1.4,7,0.59,1.57,7,1,0.0,0.0,0,0,0.0,0.0,7,1.0,0.0,3,1.0,4.0,1.0,0.25,0,23,Tennessee,0,97,0,7.0,1,Produce Clerk,0.0,0.0,0.0,0.0,0.0,0.0
98,Michelle Tesauro,0.74,1.62,0.46,2,0,6,14,2,-0.21,0.0,7,0.24,0.74,16,2,0.0,0.0,0,0,0.0,0.0,7,4.0,1.0,6,4.0,10.0,5.0,0.5,0,22,New Jersey,0,98,0,7.0,0,Student,0.0,0.0,0.0,0.0,0.0,0.0
99,Nicole Delma,0.17,0.29,0.57,0,0,7,8,1,-0.88,0.0,7,-0.3,0.17,4,1,0.0,0.0,0,0,0.0,0.0,7,0.0,0.0,2,1.0,2.0,1.0,0.5,0,24,California,0,99,0,7.0,0,Massage Therapist,0.0,0.0,0.0,0.0,0.0,0.0
100,Chris Daugherty,4.82,15.24,0.32,1,10,3,82,12,0.83,3.33,7,1.1500000000000001,7.640000000000001,39,4,2.0,0.0,9,3,13.0,3.0,9,9.0,5.0,6,3.0,15.0,8.0,0.5329999999999999,0,33,Ohio,1,100,0,9.0,1,Highway Construction Worker,0.0,0.0,0.0,0.0,0.0,0.0
101,Twila Tanner,2.34,14.24,0.16,0,11,6,75,11,0.99,2.8,7,1.15,5.65,39,4,0.0,0.0,8,1,12.0,1.0,9,12.0,5.0,6,4.0,18.0,9.0,0.5,0,41,Missouri,0,101,0,9.0,0,Highway Repair Worker,0.0,0.0,0.0,0.0,0.0,0.0
102,Eliza Orlins,4.17,13.24,0.32,0,8,9,78,11,0.72,1.57,7,1.03,5.73,37,4,3.0,2.0,7,1,11.0,3.0,9,10.0,4.0,6,3.0,16.0,7.0,0.43799999999999994,0,21,New York,0,102,0,9.0,0,"Pre-Law Student;
Law School Student",0.0,0.0,0.0,0.0,0.0,0.0
103,Julie Berry,2.34,12.24,0.19,0,4,4,68,9,0.44,1.56,7,0.63,4.16,36,4,5.0,1.0,6,0,10.0,1.0,9,10.0,5.0,6,4.0,16.0,9.0,0.563,0,23,Maine,0,103,0,9.0,0,Youth Mentor,0.0,0.0,0.0,0.0,0.0,0.0
104,Ami Cusack,3.67,10.24,0.36,0,7,8,70,9,0.77,1.81,7,1.12,5.71,33,3,2.0,0.0,5,2,8.0,2.0,9,9.0,4.0,6,3.0,15.0,7.0,0.467,0,31,Colorado,0,104,0,9.0,0,"Coffee Barista;
Nanny",0.0,0.0,0.0,0.0,0.0,0.0
105,Leann Slaby,1.92,8.24,0.23,0,7,8,64,8,0.86,2.04,7,1.09,3.38,30,2,1.0,1.0,4,0,6.0,1.0,9,8.0,3.0,6,3.0,14.0,6.0,0.429,0,35,Wisconsin,0,105,0,9.0,0,Equity Research Assistant,0.0,0.0,0.0,0.0,0.0,0.0
106,Rory Freeman,0.65,3.99,0.16,0,5,14,47,6,0.78,1.3,7,0.95,1.43,21,0,1.0,0.0,2,0,2.0,0.0,9,7.0,2.0,6,2.0,13.0,4.0,0.308,0,35,Iowa,0,106,0,9.0,1,Housing Case Manager,0.0,0.0,0.0,0.0,0.0,0.0
107,John Kenney,1.87,2.79,0.67,0,1,5,30,4,0.21,0.78,7,0.88,3.62,18,0,3.0,0.0,1,1,1.0,1.0,9,6.0,3.0,6,3.0,12.0,6.0,0.5,0,22,California,0,107,0,9.0,1,Mechanical Bull Operator,0.0,0.0,0.0,0.0,0.0,0.0
108,Lisa Keiffer,0.52,1.39,0.38,0,2,4,30,4,0.47,1.75,7,0.84,2.62,15,0,2.0,0.0,0,0,0.0,0.0,9,5.0,2.0,5,2.0,10.0,4.0,0.4,0,44,Louisiana,0,108,0,9.0,0,Real Estate Agent,0.0,0.0,0.0,0.0,0.0,0.0
109,Brady Finta,0.25,1.77,0.14,0,0,6,24,3,-0.08,0.0,7,0.06,0.25,10,0,3.0,0.0,1,0,1.0,0.0,9,3.0,1.0,3,1.0,6.0,2.0,0.33299999999999996,0,33,California,0,109,0,9.0,1,FBI Agent,0.0,0.0,0.0,0.0,0.0,0.0
110,Mia Galeotalanza,0.24,0.49,0.49,0,0,5,17,2,-0.15,0.0,7,0.34,0.24,7,0,2.0,0.0,0,0,0.0,0.0,9,2.0,1.0,2,1.0,4.0,2.0,0.5,0,29,New Jersey,0,110,0,9.0,0,Bookkeeper,0.0,0.0,0.0,0.0,0.0,0.0
111,John Palyok,0.25,1.49,0.17,0,0,5,17,2,-0.15,0.0,7,0.02,0.25,7,0,2.0,0.0,1,0,1.0,0.0,9,2.0,1.0,2,1.0,4.0,2.0,0.5,0,31,California,0,111,0,9.0,1,Sales Manager,0.0,0.0,0.0,0.0,0.0,0.0
112,Dolly Neely,0.24,0.36,0.65,1,0,5,9,1,-0.56,0.0,7,0.1,0.24,6,0,1.0,0.0,0,0,0.0,0.0,9,1.0,1.0,2,1.0,3.0,2.0,0.667,0,25,Pennsylvania,0,112,0,9.0,0,Sheep Farmer,0.0,0.0,0.0,0.0,0.0,0.0
113,Brook Geraghty,0.0,0.11,0.0,0,0,5,9,1,-0.56,0.0,7,-0.56,0.0,3,0,1.0,0.0,0,0,0.0,0.0,9,0.0,0.0,1,0.0,1.0,0.0,0.0,0,27,Massachusetts,0,113,0,9.0,1,Document Manager,0.0,0.0,0.0,0.0,0.0,0.0
114,Wanda Shirk,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,7,0.0,0.0,2,0,0.0,0.0,0,0,0.0,0.0,10,0.0,0.0,0,0.0,0.0,0.0,0.0,0,55,Pennsylvania,0,114,0,10.0,0,English Teacher,0.0,0.0,0.0,0.0,0.0,0.0
115,Jonathan Libby,0.0,1.0,0.0,0,0,0,0,0,0.0,0.0,7,0.0,0.0,2,0,0.0,0.0,0,0,0.0,0.0,10,0.0,0.0,0,0.0,0.0,0.0,0.0,0,23,Texas,0,115,0,10.0,1,Sales & Marketing Associate,0.0,0.0,0.0,0.0,0.0,0.0
116,Tom Westman,6.61,13.6,0.49,4,6,0,43,7,0.86,6.0,7,1.3400000000000003,12.59,39,1,2.0,0.0,7,5,9.0,5.0,10,8.0,4.0,7,4.0,15.0,8.0,0.533333333,0,40,New York,1,116,0,10.0,1,"NYC Firefighter;
Motivational Speaker",0.0,0.0,0.0,0.0,0.0,0.0
117,Ian Rosenberger,5.44,13.6,0.4,5,6,4,43,7,0.84,3.0,7,1.25,8.44,38,1,2.0,1.0,7,2,9.0,3.0,10,8.0,3.0,7,4.0,15.0,7.0,0.46666666700000003,0,23,Florida,0,117,0,10.0,1,Dolphin Trainer,0.0,0.0,0.0,0.0,0.0,0.0
118,Katie Gallagher,0.95,13.6,0.07,7,7,1,43,7,1.0,5.6,7,1.0699999999999998,6.57,39,0,2.0,0.0,7,0,9.0,0.0,10,8.0,2.0,7,3.0,15.0,5.0,0.333333333,0,29,California,0,118,0,10.0,0,Advertising Executive,0.0,0.0,0.0,0.0,0.0,0.0
119,Gregg Carey,2.94,9.6,0.31,3,3,4,31,4,0.72,2.63,7,1.03,5.57,33,1,1.0,1.0,4,0,5.0,1.0,10,8.0,4.0,7,5.0,15.0,9.0,0.6,0,27,Illinois,0,119,0,10.0,1,Business Consultant,0.0,0.0,0.0,0.0,0.0,0.0
120,Jenn Lyon,1.3,12.6,0.1,5,4,2,40,6,0.66,3.11,7,0.77,4.41,37,2,2.0,0.0,6,0,8.0,0.0,10,8.0,2.0,7,5.0,15.0,7.0,0.46666666700000003,0,32,California,0,120,0,10.0,0,Nanny,0.0,0.0,0.0,0.0,0.0,0.0
121,Caryn Groedel,1.24,11.6,0.11,6,4,7,36,5,0.76,2.04,7,0.87,3.28,36,1,2.0,0.0,5,0,7.0,0.0,10,8.0,3.0,7,4.0,15.0,7.0,0.46666666700000003,0,46,Ohio,0,121,0,10.0,0,Civil Rights Lawyer,0.0,0.0,0.0,0.0,0.0,0.0
122,Stephenie LaGrossa,1.52,8.6,0.18,0,6,8,58,9,0.65,1.56,7,0.83,3.07,30,3,0.0,0.0,3,0,3.0,0.0,10,8.0,3.0,7,1.0,15.0,4.0,0.26666666699999997,0,24,Pennsylvania,0,122,0,10.0,0,Pharmaceutical Sales Respresentative,0.0,0.0,0.0,0.0,0.0,0.0
123,Coby Archa,1.69,5.35,0.32,3,1,7,18,2,0.31,1.27,7,0.63,2.96,24,1,0.0,0.0,1,0,1.0,0.0,10,7.0,2.0,7,6.0,14.0,8.0,0.571428571,0,32,Texas,0,123,0,10.0,1,Hairstylist,0.0,0.0,0.0,0.0,0.0,0.0
124,James Miller,0.52,2.68,0.19,0,4,5,39,6,0.65,2.07,7,0.84,2.59,15,2,0.0,0.0,0,0,0.0,0.0,10,5.0,3.0,5,0.0,10.0,3.0,0.3,0,33,Alabama,0,124,0,10.0,1,Steelworker,0.0,0.0,0.0,0.0,0.0,0.0
125,Angie Jakusz,0.27,2.18,0.12,0,4,6,35,5,0.77,2.24,7,0.89,2.51,12,1,0.0,0.0,0,0,0.0,0.0,10,4.0,2.0,4,0.0,8.0,2.0,0.25,0,24,Louisiana,0,125,0,10.0,0,Bartender,0.0,0.0,0.0,0.0,0.0,0.0
126,Jeff Wilson,0.27,1.65,0.16,0,2,5,24,3,0.6,2.07,7,0.76,2.34,8,1,0.0,0.0,0,0,0.0,0.0,10,2.0,2.0,3,0.0,5.0,2.0,0.4,0,21,California,0,126,0,10.0,1,Personal Trainer,0.0,0.0,0.0,0.0,0.0,0.0
127,Ibrehem Rahman,0.52,3.35,0.15,0,3,4,42,7,0.41,1.5,7,0.57,2.02,18,4,0.0,0.0,0,0,0.0,0.0,10,6.0,3.0,6,0.0,12.0,3.0,0.25,0,27,Alabama,0,127,0,10.0,1,Waiter,0.0,0.0,0.0,0.0,0.0,0.0
128,Ashlee Ashby,0.13,1.36,0.09,0,1,6,17,2,0.32,1.4,7,0.42,1.53,6,1,0.0,0.0,0,0,0.0,0.0,10,1.0,1.0,2,0.0,3.0,1.0,0.333333333,0,22,South Carolina,0,128,0,10.0,0,Student,0.0,0.0,0.0,0.0,0.0,0.0
129,Jolanda Jones,1.0,1.11,0.9,0,0,6,9,1,-0.67,0.0,7,0.23,1.0,3,1,0.0,0.0,0,0,0.0,0.0,10,0.0,0.0,1,0.0,1.0,0.0,0.0,0,38,Texas,0,129,0,10.0,0,Lawyer,0.0,0.0,0.0,0.0,0.0,0.0
130,Willard Smith,0.49,2.18,0.22,3,0,8,9,1,-0.89,0.0,7,-0.64,0.49,12,1,0.0,0.0,0,0,0.0,0.0,10,4.0,1.0,4,3.0,8.0,4.0,0.5,0,56,Washington,0,130,0,10.0,1,Lawyer,0.0,0.0,0.0,0.0,0.0,0.0
131,Yul Kwon,2.42,10.57,0.23,0,9,5,62,9,0.99,3.11,9,1.22,5.499999999999999,39,0,2.0,0.0,6,0,8.0,0.0,13,6.0,5.0,8,6.0,14.0,11.0,0.7857142859999999,1,31,California,1,131,0,13.0,1,Management Consultant,1.0,1.0,0.0,0.0,0.0,0.0
132,Sundra Oakley,1.58,10.57,0.15,1,8,6,67,10,0.79,2.24,9,0.94,3.82,38,2,2.0,0.0,6,0,8.0,0.0,13,6.0,4.0,8,4.0,14.0,8.0,0.589285714,0,31,California,0,132,0,13.0,0,Actress,0.0,0.0,0.0,0.0,0.0,0.0
133,Adam Gentry,1.45,9.57,0.15,3,7,5,79,11,0.63,1.98,9,0.78,3.43,37,4,2.0,0.0,5,1,7.0,1.0,13,6.0,1.0,8,2.0,14.0,3.0,0.23214285699999998,5,28,California,0,133,0,13.0,1,Copier Sales,0.0,0.0,0.0,0.0,0.0,0.0
134,Parvati Shallow,2.2,8.57,0.26,2,7,4,74,10,0.69,2.45,9,0.95,4.65,36,3,2.0,1.0,4,0,6.0,1.0,13,6.0,1.0,8,3.0,14.0,4.0,0.303571429,0,23,California,0,134,0,13.0,0,"Boxer;
Charity Organizer",0.0,0.0,0.0,0.0,0.0,0.0
135,Jonathan Penner,1.02,6.57,0.15,2,8,15,68,9,0.86,1.31,9,1.02,2.33,33,1,1.0,0.0,3,0,4.0,0.0,13,6.0,3.0,8,3.0,14.0,6.0,0.446428571,5,44,California,0,135,0,13.0,1,Writer,0.0,0.0,0.0,0.0,0.0,0.0
136,Candice Woodcock,1.02,4.57,0.22,2,5,6,53,7,0.7,2.0,9,0.92,3.02,30,2,0.0,0.0,2,0,2.0,0.0,13,6.0,3.0,8,3.0,14.0,6.0,0.446428571,5,23,North Carolina,0,136,0,13.0,0,"Pre-Med Student;
Physician/Anesthesiology Resident",0.0,0.0,0.0,0.0,0.0,0.0
137,Jenny Guzon-Bae,0.6,2.57,0.23,3,5,6,44,6,0.81,2.33,9,1.05,2.94,24,1,0.0,0.0,0,0,0.0,0.0,13,6.0,1.0,8,4.0,14.0,5.0,0.35714285700000004,0,36,Illinois,0,137,0,13.0,0,Real Estate Agent,0.0,0.0,0.0,0.0,0.0,0.0
138,Rebecca Borman,0.47,2.57,0.18,2,5,6,43,6,0.81,2.33,9,0.99,2.8,24,1,0.0,0.0,0,0,0.0,0.0,13,6.0,1.0,8,2.0,14.0,3.0,0.23214285699999998,0,34,New York,0,138,0,13.0,0,Make-Up Artist,0.0,0.0,0.0,0.0,0.0,0.0
139,Brad Virata,0.85,2.07,0.41,1,2,7,31,4,0.44,1.27,9,0.86,2.13,21,2,0.0,0.0,0,0,0.0,0.0,13,5.0,1.0,7,4.0,12.0,5.0,0.41666666700000005,0,29,California,0,139,0,13.0,1,Fashion Director,0.0,0.0,0.0,0.0,0.0,0.0
140,Cristina Coria,0.34,1.2,0.28,1,3,5,28,4,0.71,2.33,9,0.98,2.67,15,1,0.0,0.0,0,0,0.0,0.0,13,3.0,1.0,5,1.0,8.0,2.0,0.3125,0,35,California,0,140,0,13.0,0,Police Officer,0.0,0.0,0.0,0.0,0.0,0.0
141,Stephannie Favor,0.3,1.06,0.28,1,2,9,22,3,0.53,1.44,9,0.81,1.73,14,1,0.0,0.0,0,0,0.0,0.0,13,2.0,1.0,5,1.0,7.0,2.0,0.321428571,0,35,South Carolina,0,141,0,13.0,0,Nursing Student,0.0,0.0,0.0,0.0,0.0,0.0
142,Cecilia Mansilla,0.1,0.56,0.18,0,1,5,13,2,0.31,1.56,9,0.49,1.66,8,1,0.0,0.0,0,0,0.0,0.0,13,0.0,0.0,3,0.0,3.0,0.0,0.166666667,0,29,California,0,142,0,13.0,0,Risk Consultant,0.0,0.0,0.0,0.0,0.0,0.0
143,Sekou Bunch,0.0,0.2,0.0,0,0,3,5,1,-0.6,0.0,9,-0.6,0.0,3,1,0.0,0.0,0,0,0.0,0.0,13,0.0,0.0,1,0.0,1.0,0.0,0.0,0,45,California,0,143,0,13.0,1,Jazz Musician,0.0,0.0,0.0,0.0,0.0,0.0
144,Earl Cole,1.18,10.73,0.11,0,8,1,59,9,0.89,4.98,9,1.0,6.16,39,1,2.0,0.0,6,0,8.0,0.0,14,7.0,2.0,9,4.0,16.0,6.0,0.375,4,35,California,1,144,0,14.0,1,Ad Executive,1.0,1.0,1.0,0.0,0.0,0.0
145,Cassandra Franklin,2.62,10.71,0.24,2,5,5,43,7,0.7,2.22,9,0.94,4.84,39,2,2.0,1.0,6,0,8.0,1.0,14,7.0,3.0,9,8.0,16.0,11.0,0.6875,0,42,California,0,145,0,14.0,0,College Administrator,0.0,0.0,0.0,0.0,0.0,0.0
146,Yau-Man Chan,4.57,11.73,0.39,1,8,5,67,10,0.79,2.49,9,1.18,7.06,38,2,3.0,1.0,6,2,9.0,3.0,14,7.0,1.0,9,4.0,16.0,5.0,0.3125,2,54,California,0,146,0,14.0,1,Computer Engineer,0.0,0.0,0.0,0.0,0.0,0.0
147,Stacy Kimball,3.35,9.71,0.34,0,4,4,39,6,0.65,2.33,9,0.99,5.68,36,2,3.0,0.0,4,1,7.0,1.0,14,7.0,6.0,9,8.0,16.0,14.0,0.875,0,27,Colorado,0,147,0,14.0,0,Web Producer,0.0,0.0,0.0,0.0,0.0,0.0
148,Alex Angarita,1.45,7.38,0.2,0,6,9,54,8,0.73,1.62,9,0.93,3.06,33,2,2.0,0.0,3,0,5.0,0.0,14,6.0,5.0,9,5.0,15.0,10.0,0.666666667,0,28,California,0,148,0,14.0,1,Attorney,0.0,1.0,1.0,0.0,0.0,0.0
149,Mookie Lee,0.17,5.39,0.03,0,5,6,71,10,0.49,1.4,9,0.52,1.57,30,5,1.0,0.0,2,0,3.0,0.0,14,6.0,1.0,9,0.0,15.0,1.0,0.066666667,2,25,Illinois,0,149,0,14.0,1,Business Consultant,1.0,1.0,0.0,0.0,0.0,0.0
150,Edgardo Rivera,1.4,4.13,0.34,0,4,5,34,5,0.77,2.49,9,1.11,3.89,27,1,1.0,0.0,1,0,2.0,0.0,14,5.0,4.0,9,6.0,14.0,10.0,0.7142857140000001,0,28,Florida,0,150,0,14.0,1,Ad Executive,0.0,0.0,0.0,0.0,0.0,0.0
151,Michelle Yi,0.73,2.14,0.34,0,3,3,37,5,0.58,2.4,9,0.93,3.13,24,2,0.0,0.0,0,0,0.0,0.0,14,5.0,1.0,9,3.0,14.0,4.0,0.28571428600000004,0,23,Ohio,0,151,0,14.0,0,Student,0.0,0.0,0.0,0.0,0.0,0.0
152,Anthony Robinson,0.0,1.21,0.0,0,3,10,38,5,0.55,1.2,9,0.55,1.2,16,2,0.0,0.0,0,0,0.0,0.0,14,3.0,0.0,6,0.0,9.0,0.0,0.0,0,32,California,0,152,0,14.0,1,Expert Witness Locator,0.0,0.0,0.0,0.0,0.0,0.0
153,Rita Verreos,0.0,1.04,0.0,0,2,6,32,4,0.45,1.4,9,0.45,1.4,14,2,0.0,0.0,0,0,0.0,0.0,14,3.0,0.0,5,0.0,8.0,0.0,0.0,0,38,Texas,0,153,0,14.0,0,Single Mom,0.0,0.0,0.0,0.0,0.0,0.0
154,Liliana Gomez,0.74,0.74,1.0,0,0,6,8,1,-0.75,0.0,9,0.25,0.74,11,1,0.0,0.0,0,0,0.0,0.0,14,2.0,2.0,4,4.0,6.0,6.0,1.0,0,25,California,0,154,0,14.0,0,Loan Officer,0.0,0.0,0.0,0.0,0.0,0.0
155,Gary Stritesky,0.46,0.74,0.62,1,0,0,0,0,-1.0,0.0,9,-0.38,0.46,10,1,0.0,0.0,0,0,0.0,0.0,14,2.0,1.0,3,3.0,5.0,4.0,0.8,0,55,Minnesota,0,155,0,14.0,1,School Bus Driver,0.0,0.0,0.0,0.0,0.0,0.0
156,Sylvia Kwan,0.0,0.47,0.0,0,1,6,16,2,0.31,1.4,9,0.31,1.4,8,1,0.0,0.0,0,0,0.0,0.0,14,1.0,0.0,2,0.0,3.0,0.0,0.0,4,52,California,0,156,0,14.0,0,Architect,0.0,0.0,0.0,0.0,0.0,0.0
157,Erica Durousseau,0.0,0.22,0.0,0,0,6,17,2,-0.18,0.0,9,-0.18,0.0,6,2,0.0,0.0,0,0,0.0,0.0,14,0.0,0.0,2,0.0,2.0,0.0,0.0,0,27,Louisiana,0,157,0,14.0,0,Non-Profit Fundraiser,0.0,0.0,0.0,0.0,0.0,0.0
158,Todd Herzog,1.33,13.3,0.1,3,9,5,64,9,0.99,3.11,7,1.0899999999999999,4.44,39,0,4.0,0.0,7,0,11.0,0.0,15,6.0,3.0,6,4.0,12.0,7.0,0.583,0,22,Utah,1,159,0,15.0,1,Flight Attendant,1.0,1.0,0.0,0.0,0.0,0.0
159,Courtney Yates,1.68,13.3,0.13,5,7,0,64,9,0.78,5.44,7,0.8999999999999999,7.1,39,2,4.0,0.0,7,1,11.0,1.0,15,6.0,2.0,6,2.0,12.0,4.0,0.33299999999999996,0,26,New York,0,160,0,15.0,0,Waitress,0.0,0.0,0.0,0.0,0.0,0.0
160,Amanda Kimmel,4.27,13.3,0.32,2,9,0,64,9,1.0,7.0,7,1.3199999999999998,11.290000000000001,39,0,4.0,1.0,7,2,11.0,3.0,15,6.0,4.0,6,3.0,12.0,7.0,0.583,0,22,Montana,0,161,0,15.0,0,"Hiking Guide;
Aspiring Designer",0.0,0.0,0.0,0.0,0.0,0.0
161,Denise Martin,2.97,13.3,0.22,3,7,3,64,9,0.77,3.11,7,1.0,6.08,39,2,4.0,2.0,7,0,11.0,2.0,15,6.0,2.0,6,4.0,12.0,6.0,0.5,0,40,Massachusetts,0,162,0,15.0,0,School Lunch Lady,0.0,0.0,0.0,0.0,0.0,0.0
162,Peih-Gee Law,3.58,11.3,0.32,0,5,8,71,10,0.49,1.17,7,0.81,4.75,36,5,3.0,1.0,6,2,9.0,3.0,15,6.0,1.0,6,2.0,12.0,3.0,0.25,0,29,California,0,163,0,15.0,0,Jeweler,0.0,0.0,0.0,0.0,0.0,0.0
163,Erik Huffman,1.83,9.3,0.2,0,6,5,66,9,0.66,2.07,7,0.86,3.91,33,3,2.0,0.0,5,1,7.0,1.0,15,6.0,2.0,6,2.0,12.0,4.0,0.33299999999999996,0,26,Tennessee,0,164,0,15.0,1,Musician,0.0,0.0,0.0,0.0,0.0,0.0
164,James Clement,1.27,7.3,0.17,0,4,9,47,6,0.63,1.44,7,0.81,2.7,30,2,1.0,0.0,4,0,5.0,0.0,15,6.0,3.0,6,4.0,12.0,7.0,0.583,0,30,Louisiana,0,165,0,15.0,1,Gravedigger,1.0,2.0,0.0,0.0,0.0,0.0
165,Jean-Robert Bellande,1.3,4.05,0.32,2,3,12,34,4,0.66,1.31,7,0.98,2.61,24,1,0.0,0.0,2,0,2.0,0.0,15,5.0,4.0,6,3.0,11.0,7.0,0.636,0,36,Nevada,0,166,0,15.0,1,Poker Player,0.0,0.0,0.0,0.0,0.0,0.0
